idmov,fecha,idpoliza,idcuenta,nombre,cargo,abono
3879,2022-08-17 11:10:32.0,4,33,'Cetes',1029.11,0.0
3880,2022-08-17 11:12:12.0,5,32,'Sura Afore',21506.94,0.0
3881,2022-08-17 11:14:26.0,6,67,'Caja CGV socio',806.0,0.0
3882,2022-08-17 11:15:17.0,7,34,'Cgv Préstamo coche',0.0,23291.13
3883,2022-08-17 20:06:41.0,8,17,'BBVA Libretón',1917.72,0.0
3884,2022-08-17 20:07:17.0,8,20,'Doctorado',0.0,1917.72
3885,2022-08-17 20:08:33.0,9,36,'BBVA Azul',0.0,8000.0
3886,2022-08-17 20:09:58.0,9,71,'Gastos diversos',8000.0,0.0
3887,2022-08-17 20:11:02.0,10,37,'Citi Oro',0.0,22452.75
3888,2022-08-17 20:11:25.0,10,71,'Gastos diversos',22452.75,0.0
3889,2022-08-17 20:13:55.0,4,17,'BBVA Libretón',0.0,1029.11
3890,2022-08-17 20:23:51.0,5,66,'Aportaciones',0.0,21506.94
3891,2022-08-17 20:25:20.0,6,17,'BBVA Libretón',0.0,806.0
3892,2022-08-17 20:38:07.0,3,48,'Renault Stepway',27725.22,0.0
3893,2022-08-17 20:38:22.0,2,48,'Renault Stepway',215712.97,0.0
3894,2022-08-17 20:38:38.0,7,48,'Renault Stepway',23291.13,0.0
3895,2022-08-17 20:46:30.0,11,36,'BBVA Azul',0.0,759.0
3896,2022-08-17 20:47:57.0,12,17,'BBVA Libretón',0.0,80.0
3897,2022-08-17 20:48:42.0,11,25,'Luz El Marqués',223.0,0.0
3898,2022-08-17 20:48:56.0,11,71,'Gastos diversos',536.0,0.0
3899,2022-08-17 20:49:15.0,12,36,'BBVA Azul',80.0,0.0
3900,2022-08-18 09:03:32.0,13,37,'Citi Oro',0.0,1193.44
3901,2022-08-18 16:32:19.0,14,37,'Citi Oro',0.0,500.0
3902,2022-08-18 16:32:27.0,15,37,'Citi Oro',0.0,1500.0
3903,2022-08-18 16:33:29.0,14,75,'Gasolina',500.0,0.0
3904,2022-08-18 16:33:47.0,15,46,'Doctorado',1500.0,0.0
3905,2022-08-19 12:11:01.0,16,67,'Caja CGV socio',0.0,500.0
3906,2022-08-19 12:11:18.0,16,71,'Gastos diversos',500.0,0.0
3907,2022-08-21 18:17:48.0,17,37,'Citi Oro',0.0,148.0
3908,2022-08-21 18:17:54.0,18,37,'Citi Oro',0.0,98.0
3909,2022-08-21 18:20:51.0,17,78,'Medicamentos',148.0,0.0
3910,2022-08-21 18:21:04.0,18,71,'Gastos diversos',98.0,0.0
3911,2022-08-21 18:24:33.0,13,31,'Comisiones Citi',883.44,0.0
3912,2022-08-21 18:24:38.0,13,31,'Comisiones Citi',168.65,0.0
3913,2022-08-23 16:29:23.0,19,36,'BBVA Azul',0.0,510.4
3914,2022-08-23 16:29:40.0,19,30,'Comisiones BBVA',510.4,0.0
3915,2022-08-23 16:31:31.0,13,31,'Comisiones Citi',141.35,0.0
3916,2022-08-24 12:20:43.0,20,18,'Citi Perfiles',2500.0,0.0
3917,2022-08-24 12:20:48.0,21,18,'Citi Perfiles',0.0,2500.0
3918,2022-08-24 12:23:19.0,20,22,'Servicios varios',0.0,2500.0
3919,2022-08-24 12:23:33.0,21,17,'BBVA Libretón',2500.0,0.0
3920,2022-08-24 12:42:29.0,22,33,'Cetes',0.0,997.87
3921,2022-08-24 12:43:00.0,22,17,'BBVA Libretón',997.87,0.0
3922,2022-08-24 16:37:45.0,23,17,'BBVA Libretón',510.0,0.0
3923,2022-08-24 16:38:21.0,23,30,'Comisiones BBVA',90.0,0.0
3924,2022-08-24 16:38:45.0,23,39,'Bancomer Nómina',0.0,600.0
3925,2022-08-24 16:42:06.0,24,17,'BBVA Libretón',0.0,4000.0
3926,2022-08-24 16:42:25.0,24,24,'Renta El Marqués',4000.0,0.0
3927,2022-08-29 11:33:24.0,25,17,'BBVA Libretón',0.0,1.26
3928,2022-08-17 11:08:18.0,2,41,'BBVA Renault',0.0,215712.97
3929,2022-08-17 11:08:49.0,3,39,'Bancomer Nómina',0.0,27725.22
3930,2022-08-17 11:10:32.0,4,33,'Cetes',1029.11,0.0
3931,2022-08-17 11:12:12.0,5,32,'Sura Afore',21506.94,0.0
3932,2022-08-17 11:14:26.0,6,67,'Caja CGV socio',806.0,0.0
3933,2022-08-17 11:15:17.0,7,34,'Cgv Préstamo coche',0.0,23291.13
3934,2022-08-17 20:06:41.0,8,17,'BBVA Libretón',1917.72,0.0
3935,2022-08-17 20:07:17.0,8,20,'Doctorado',0.0,1917.72
3936,2022-08-17 20:08:33.0,9,36,'BBVA Azul',0.0,8000.0
3937,2022-08-17 20:09:58.0,9,71,'Gastos diversos',8000.0,0.0
3938,2022-08-17 20:11:02.0,10,37,'Citi Oro',0.0,22452.75
3939,2022-08-17 20:11:25.0,10,71,'Gastos diversos',22452.75,0.0
3940,2022-08-17 20:13:55.0,4,17,'BBVA Libretón',0.0,1029.11
3941,2022-08-17 20:23:51.0,5,66,'Aportaciones',0.0,21506.94
3942,2022-08-17 20:25:20.0,6,17,'BBVA Libretón',0.0,806.0
3943,2022-08-17 20:38:07.0,3,48,'Renault Stepway',27725.22,0.0
3944,2022-08-17 20:38:22.0,2,48,'Renault Stepway',215712.97,0.0
3945,2022-08-17 20:38:38.0,7,48,'Renault Stepway',23291.13,0.0
3946,2022-08-17 20:46:30.0,11,36,'BBVA Azul',0.0,759.0
3947,2022-08-17 20:47:57.0,12,17,'BBVA Libretón',0.0,80.0
3948,2022-08-17 20:48:42.0,11,25,'Luz El Marqués',223.0,0.0
3949,2022-08-17 20:48:56.0,11,71,'Gastos diversos',536.0,0.0
3950,2022-08-17 20:49:15.0,12,36,'BBVA Azul',80.0,0.0
3951,2022-08-18 09:03:32.0,13,37,'Citi Oro',0.0,1193.44
3952,2022-08-18 16:32:19.0,14,37,'Citi Oro',0.0,500.0
3953,2022-08-18 16:32:27.0,15,37,'Citi Oro',0.0,1500.0
3954,2022-08-18 16:33:29.0,14,75,'Gasolina',500.0,0.0
3955,2022-08-18 16:33:47.0,15,46,'Doctorado',1500.0,0.0
3956,2022-08-19 12:11:01.0,16,67,'Caja CGV socio',0.0,500.0
3957,2022-08-19 12:11:18.0,16,71,'Gastos diversos',500.0,0.0
3958,2022-08-21 18:17:48.0,17,37,'Citi Oro',0.0,148.0
3959,2022-08-21 18:17:54.0,18,37,'Citi Oro',0.0,98.0
3960,2022-08-21 18:20:51.0,17,78,'Medicamentos',148.0,0.0
3961,2022-08-21 18:21:04.0,18,71,'Gastos diversos',98.0,0.0
3962,2022-08-21 18:24:33.0,13,31,'Comisiones Citi',883.44,0.0
3963,2022-08-21 18:24:38.0,13,31,'Comisiones Citi',168.65,0.0
3964,2022-08-23 16:29:23.0,19,36,'BBVA Azul',0.0,510.4
3965,2022-08-23 16:29:40.0,19,30,'Comisiones BBVA',510.4,0.0
3966,2022-08-23 16:31:31.0,13,31,'Comisiones Citi',141.35,0.0
3967,2022-08-24 12:20:43.0,20,18,'Citi Perfiles',2500.0,0.0
3968,2022-08-24 12:20:48.0,21,18,'Citi Perfiles',0.0,2500.0
3969,2022-08-24 12:23:19.0,20,22,'Servicios varios',0.0,2500.0
3970,2022-08-24 12:23:33.0,21,17,'BBVA Libretón',2500.0,0.0
3971,2022-08-24 12:42:29.0,22,33,'Cetes',0.0,997.87
3972,2022-08-24 12:43:00.0,22,17,'BBVA Libretón',997.87,0.0
3973,2022-08-24 16:37:45.0,23,17,'BBVA Libretón',510.0,0.0
3974,2022-08-24 16:38:21.0,23,30,'Comisiones BBVA',90.0,0.0
3975,2022-08-24 16:38:45.0,23,39,'Bancomer Nómina',0.0,600.0
3976,2022-08-24 16:42:06.0,24,17,'BBVA Libretón',0.0,4000.0
3977,2022-08-24 16:42:25.0,24,24,'Renta El Marqués',4000.0,0.0
3978,2022-08-29 11:33:24.0,25,17,'BBVA Libretón',0.0,1.26
3979,2022-08-17 11:08:18.0,2,41,'BBVA Renault',0.0,215712.97
3980,2022-08-17 11:08:49.0,3,39,'Bancomer Nómina',0.0,27725.22
3981,2022-08-17 11:10:32.0,4,33,'Cetes',1029.11,0.0
3982,2022-08-17 11:12:12.0,5,32,'Sura Afore',21506.94,0.0
3983,2022-08-17 11:14:26.0,6,67,'Caja CGV socio',806.0,0.0
3984,2022-08-17 11:15:17.0,7,34,'Cgv Préstamo coche',0.0,23291.13
3985,2022-08-17 20:06:41.0,8,17,'BBVA Libretón',1917.72,0.0
3986,2022-08-17 20:07:17.0,8,20,'Doctorado',0.0,1917.72
3987,2022-08-17 20:08:33.0,9,36,'BBVA Azul',0.0,8000.0
3988,2022-08-17 20:09:58.0,9,71,'Gastos diversos',8000.0,0.0
3989,2022-08-17 20:11:02.0,10,37,'Citi Oro',0.0,22452.75
3990,2022-08-17 20:11:25.0,10,71,'Gastos diversos',22452.75,0.0
3991,2022-08-17 20:13:55.0,4,17,'BBVA Libretón',0.0,1029.11
3992,2022-08-17 20:23:51.0,5,66,'Aportaciones',0.0,21506.94
3993,2022-08-17 20:25:20.0,6,17,'BBVA Libretón',0.0,806.0
3994,2022-08-17 20:38:07.0,3,48,'Renault Stepway',27725.22,0.0
3995,2022-08-17 20:38:22.0,2,48,'Renault Stepway',215712.97,0.0
3996,2022-08-17 20:38:38.0,7,48,'Renault Stepway',23291.13,0.0
3997,2022-08-17 20:46:30.0,11,36,'BBVA Azul',0.0,759.0
3998,2022-08-17 20:47:57.0,12,17,'BBVA Libretón',0.0,80.0
3999,2022-08-17 20:48:42.0,11,25,'Luz El Marqués',223.0,0.0
4000,2022-08-17 20:48:56.0,11,71,'Gastos diversos',536.0,0.0
4001,2022-08-17 20:49:15.0,12,36,'BBVA Azul',80.0,0.0
4002,2022-08-18 09:03:32.0,13,37,'Citi Oro',0.0,1193.44
4003,2022-08-18 16:32:19.0,14,37,'Citi Oro',0.0,500.0
4004,2022-08-18 16:32:27.0,15,37,'Citi Oro',0.0,1500.0
4005,2022-08-18 16:33:29.0,14,75,'Gasolina',500.0,0.0
4006,2022-08-18 16:33:47.0,15,46,'Doctorado',1500.0,0.0
4007,2022-08-19 12:11:01.0,16,67,'Caja CGV socio',0.0,500.0
4008,2022-08-19 12:11:18.0,16,71,'Gastos diversos',500.0,0.0
4009,2022-08-21 18:17:48.0,17,37,'Citi Oro',0.0,148.0
4010,2022-08-21 18:17:54.0,18,37,'Citi Oro',0.0,98.0
4011,2022-08-21 18:20:51.0,17,78,'Medicamentos',148.0,0.0
4012,2022-08-21 18:21:04.0,18,71,'Gastos diversos',98.0,0.0
4013,2022-08-21 18:24:33.0,13,31,'Comisiones Citi',883.44,0.0
4014,2022-08-21 18:24:38.0,13,31,'Comisiones Citi',168.65,0.0
4015,2022-08-23 16:29:23.0,19,36,'BBVA Azul',0.0,510.4
4016,2022-08-23 16:29:40.0,19,30,'Comisiones BBVA',510.4,0.0
4017,2022-08-23 16:31:31.0,13,31,'Comisiones Citi',141.35,0.0
4018,2022-08-24 12:20:43.0,20,18,'Citi Perfiles',2500.0,0.0
4019,2022-08-24 12:20:48.0,21,18,'Citi Perfiles',0.0,2500.0
4020,2022-08-24 12:23:19.0,20,22,'Servicios varios',0.0,2500.0
4021,2022-08-24 12:23:33.0,21,17,'BBVA Libretón',2500.0,0.0
4022,2022-08-24 12:42:29.0,22,33,'Cetes',0.0,997.87
4023,2022-08-24 12:43:00.0,22,17,'BBVA Libretón',997.87,0.0
4024,2022-08-24 16:37:45.0,23,17,'BBVA Libretón',510.0,0.0
4025,2022-08-24 16:38:21.0,23,30,'Comisiones BBVA',90.0,0.0
4026,2022-08-24 16:38:45.0,23,39,'Bancomer Nómina',0.0,600.0
4027,2022-08-24 16:42:06.0,24,17,'BBVA Libretón',0.0,4000.0
4028,2022-08-24 16:42:25.0,24,24,'Renta El Marqués',4000.0,0.0
4029,2022-08-29 11:33:24.0,25,17,'BBVA Libretón',0.0,1.26
4030,2022-08-17 11:08:18.0,2,41,'BBVA Renault',0.0,215712.97
4031,2022-08-17 11:08:49.0,3,39,'Bancomer Nómina',0.0,27725.22
4032,2022-08-17 11:10:32.0,4,33,'Cetes',1029.11,0.0
4033,2022-08-17 11:12:12.0,5,32,'Sura Afore',21506.94,0.0
4034,2022-08-17 11:14:26.0,6,67,'Caja CGV socio',806.0,0.0
4035,2022-08-17 11:15:17.0,7,34,'Cgv Préstamo coche',0.0,23291.13
4036,2022-08-17 20:06:41.0,8,17,'BBVA Libretón',1917.72,0.0
4037,2022-08-17 20:07:17.0,8,20,'Doctorado',0.0,1917.72
4038,2022-08-17 20:08:33.0,9,36,'BBVA Azul',0.0,8000.0
4039,2022-08-17 20:09:58.0,9,71,'Gastos diversos',8000.0,0.0
4040,2022-08-17 20:11:02.0,10,37,'Citi Oro',0.0,22452.75
4041,2022-08-17 20:11:25.0,10,71,'Gastos diversos',22452.75,0.0
4042,2022-08-17 20:13:55.0,4,17,'BBVA Libretón',0.0,1029.11
4043,2022-08-17 20:23:51.0,5,66,'Aportaciones',0.0,21506.94
4044,2022-08-17 20:25:20.0,6,17,'BBVA Libretón',0.0,806.0
4045,2022-08-17 20:38:07.0,3,48,'Renault Stepway',27725.22,0.0
4046,2022-08-17 20:38:22.0,2,48,'Renault Stepway',215712.97,0.0
4047,2022-08-17 20:38:38.0,7,48,'Renault Stepway',23291.13,0.0
4048,2022-08-17 20:46:30.0,11,36,'BBVA Azul',0.0,759.0
4049,2022-08-17 20:47:57.0,12,17,'BBVA Libretón',0.0,80.0
4050,2022-08-17 20:48:42.0,11,25,'Luz El Marqués',223.0,0.0
4051,2022-08-17 20:48:56.0,11,71,'Gastos diversos',536.0,0.0
4052,2022-08-17 20:49:15.0,12,36,'BBVA Azul',80.0,0.0
4053,2022-08-18 09:03:32.0,13,37,'Citi Oro',0.0,1193.44
4054,2022-08-18 16:32:19.0,14,37,'Citi Oro',0.0,500.0
4055,2022-08-18 16:32:27.0,15,37,'Citi Oro',0.0,1500.0
4056,2022-08-18 16:33:29.0,14,75,'Gasolina',500.0,0.0
4057,2022-08-18 16:33:47.0,15,46,'Doctorado',1500.0,0.0
4058,2022-08-19 12:11:01.0,16,67,'Caja CGV socio',0.0,500.0
4059,2022-08-19 12:11:18.0,16,71,'Gastos diversos',500.0,0.0
4060,2022-08-21 18:17:48.0,17,37,'Citi Oro',0.0,148.0
4061,2022-08-21 18:17:54.0,18,37,'Citi Oro',0.0,98.0
4062,2022-08-21 18:20:51.0,17,78,'Medicamentos',148.0,0.0
4063,2022-08-21 18:21:04.0,18,71,'Gastos diversos',98.0,0.0
4064,2022-08-21 18:24:33.0,13,31,'Comisiones Citi',883.44,0.0
4065,2022-08-21 18:24:38.0,13,31,'Comisiones Citi',168.65,0.0
4066,2022-08-23 16:29:23.0,19,36,'BBVA Azul',0.0,510.4
4067,2022-08-23 16:29:40.0,19,30,'Comisiones BBVA',510.4,0.0
4068,2022-08-23 16:31:31.0,13,31,'Comisiones Citi',141.35,0.0
4069,2022-08-24 12:20:43.0,20,18,'Citi Perfiles',2500.0,0.0
4070,2022-08-24 12:20:48.0,21,18,'Citi Perfiles',0.0,2500.0
4071,2022-08-24 12:23:19.0,20,22,'Servicios varios',0.0,2500.0
4072,2022-08-24 12:23:33.0,21,17,'BBVA Libretón',2500.0,0.0
4073,2022-08-24 12:42:29.0,22,33,'Cetes',0.0,997.87
4074,2022-08-24 12:43:00.0,22,17,'BBVA Libretón',997.87,0.0
4075,2022-08-24 16:37:45.0,23,17,'BBVA Libretón',510.0,0.0
4076,2022-08-24 16:38:21.0,23,30,'Comisiones BBVA',90.0,0.0
4077,2022-08-24 16:38:45.0,23,39,'Bancomer Nómina',0.0,600.0
4078,2022-08-24 16:42:06.0,24,17,'BBVA Libretón',0.0,4000.0
4079,2022-08-24 16:42:25.0,24,24,'Renta El Marqués',4000.0,0.0
4080,2022-08-29 11:33:24.0,25,17,'BBVA Libretón',0.0,1.26
4081,2022-08-17 11:08:18.0,2,41,'BBVA Renault',0.0,215712.97
4082,2022-08-17 11:08:49.0,3,39,'Bancomer Nómina',0.0,27725.22
4083,2022-08-17 11:10:32.0,4,33,'Cetes',1029.11,0.0
4084,2022-08-17 11:12:12.0,5,32,'Sura Afore',21506.94,0.0
4085,2022-08-17 11:14:26.0,6,67,'Caja CGV socio',806.0,0.0
4086,2022-08-17 11:15:17.0,7,34,'Cgv Préstamo coche',0.0,23291.13
4087,2022-08-17 20:06:41.0,8,17,'BBVA Libretón',1917.72,0.0
4088,2022-08-17 20:07:17.0,8,20,'Doctorado',0.0,1917.72
4089,2022-08-17 20:08:33.0,9,36,'BBVA Azul',0.0,8000.0
4090,2022-08-17 20:09:58.0,9,71,'Gastos diversos',8000.0,0.0
4091,2022-08-17 20:11:02.0,10,37,'Citi Oro',0.0,22452.75
4092,2022-08-17 20:11:25.0,10,71,'Gastos diversos',22452.75,0.0
4093,2022-08-17 20:13:55.0,4,17,'BBVA Libretón',0.0,1029.11
4094,2022-08-17 20:23:51.0,5,66,'Aportaciones',0.0,21506.94
4095,2022-08-17 20:25:20.0,6,17,'BBVA Libretón',0.0,806.0
4096,2022-08-17 20:38:07.0,3,48,'Renault Stepway',27725.22,0.0
4097,2022-08-17 20:38:22.0,2,48,'Renault Stepway',215712.97,0.0
4098,2022-08-17 20:38:38.0,7,48,'Renault Stepway',23291.13,0.0
4099,2022-08-17 20:46:30.0,11,36,'BBVA Azul',0.0,759.0
4100,2022-08-17 20:47:57.0,12,17,'BBVA Libretón',0.0,80.0
4101,2022-08-17 20:48:42.0,11,25,'Luz El Marqués',223.0,0.0
4102,2022-08-17 20:48:56.0,11,71,'Gastos diversos',536.0,0.0
4103,2022-08-17 20:49:15.0,12,36,'BBVA Azul',80.0,0.0
4104,2022-08-18 09:03:32.0,13,37,'Citi Oro',0.0,1193.44
4105,2022-08-18 16:32:19.0,14,37,'Citi Oro',0.0,500.0
4106,2022-08-18 16:32:27.0,15,37,'Citi Oro',0.0,1500.0
4107,2022-08-18 16:33:29.0,14,75,'Gasolina',500.0,0.0
4108,2022-08-18 16:33:47.0,15,46,'Doctorado',1500.0,0.0
4109,2022-08-19 12:11:01.0,16,67,'Caja CGV socio',0.0,500.0
4110,2022-08-19 12:11:18.0,16,71,'Gastos diversos',500.0,0.0
4111,2022-08-21 18:17:48.0,17,37,'Citi Oro',0.0,148.0
4112,2022-08-21 18:17:54.0,18,37,'Citi Oro',0.0,98.0
4113,2022-08-21 18:20:51.0,17,78,'Medicamentos',148.0,0.0
4114,2022-08-21 18:21:04.0,18,71,'Gastos diversos',98.0,0.0
4115,2022-08-21 18:24:33.0,13,31,'Comisiones Citi',883.44,0.0
4116,2022-08-21 18:24:38.0,13,31,'Comisiones Citi',168.65,0.0
4117,2022-08-23 16:29:23.0,19,36,'BBVA Azul',0.0,510.4
4118,2022-08-23 16:29:40.0,19,30,'Comisiones BBVA',510.4,0.0
4119,2022-08-23 16:31:31.0,13,31,'Comisiones Citi',141.35,0.0
4120,2022-08-24 12:20:43.0,20,18,'Citi Perfiles',2500.0,0.0
4121,2022-08-24 12:20:48.0,21,18,'Citi Perfiles',0.0,2500.0
4122,2022-08-24 12:23:19.0,20,22,'Servicios varios',0.0,2500.0
4123,2022-08-24 12:23:33.0,21,17,'BBVA Libretón',2500.0,0.0
4124,2022-08-24 12:42:29.0,22,33,'Cetes',0.0,997.87
4125,2022-08-24 12:43:00.0,22,17,'BBVA Libretón',997.87,0.0
4126,2022-08-24 16:37:45.0,23,17,'BBVA Libretón',510.0,0.0
4127,2022-08-24 16:38:21.0,23,30,'Comisiones BBVA',90.0,0.0
4128,2022-08-24 16:38:45.0,23,39,'Bancomer Nómina',0.0,600.0
4129,2022-08-24 16:42:06.0,24,17,'BBVA Libretón',0.0,4000.0
4130,2022-08-24 16:42:25.0,24,24,'Renta El Marqués',4000.0,0.0
4131,2022-08-29 11:33:24.0,25,17,'BBVA Libretón',0.0,1.26
4132,2022-08-17 11:08:18.0,2,41,'BBVA Renault',0.0,215712.97
4133,2022-08-17 11:08:49.0,3,39,'Bancomer Nómina',0.0,27725.22
4134,2022-08-17 11:10:32.0,4,33,'Cetes',1029.11,0.0
4135,2022-08-17 11:12:12.0,5,32,'Sura Afore',21506.94,0.0
4136,2022-08-17 11:14:26.0,6,67,'Caja CGV socio',806.0,0.0
4137,2022-08-17 11:15:17.0,7,34,'Cgv Préstamo coche',0.0,23291.13
4138,2022-08-17 20:06:41.0,8,17,'BBVA Libretón',1917.72,0.0
4139,2022-08-17 20:07:17.0,8,20,'Doctorado',0.0,1917.72
4140,2022-08-17 20:08:33.0,9,36,'BBVA Azul',0.0,8000.0
4141,2022-08-17 20:09:58.0,9,71,'Gastos diversos',8000.0,0.0
4142,2022-08-17 20:11:02.0,10,37,'Citi Oro',0.0,22452.75
4143,2022-08-17 20:11:25.0,10,71,'Gastos diversos',22452.75,0.0
4144,2022-08-17 20:13:55.0,4,17,'BBVA Libretón',0.0,1029.11
4145,2022-08-17 20:23:51.0,5,66,'Aportaciones',0.0,21506.94
4146,2022-08-17 20:25:20.0,6,17,'BBVA Libretón',0.0,806.0
4147,2022-08-17 20:38:07.0,3,48,'Renault Stepway',27725.22,0.0
4148,2022-08-17 20:38:22.0,2,48,'Renault Stepway',215712.97,0.0
4149,2022-08-17 20:38:38.0,7,48,'Renault Stepway',23291.13,0.0
4150,2022-08-17 20:46:30.0,11,36,'BBVA Azul',0.0,759.0
4151,2022-08-17 20:47:57.0,12,17,'BBVA Libretón',0.0,80.0
4152,2022-08-17 20:48:42.0,11,25,'Luz El Marqués',223.0,0.0
4153,2022-08-17 20:48:56.0,11,71,'Gastos diversos',536.0,0.0
4154,2022-08-17 20:49:15.0,12,36,'BBVA Azul',80.0,0.0
4155,2022-08-18 09:03:32.0,13,37,'Citi Oro',0.0,1193.44
4156,2022-08-18 16:32:19.0,14,37,'Citi Oro',0.0,500.0
4157,2022-08-18 16:32:27.0,15,37,'Citi Oro',0.0,1500.0
4158,2022-08-18 16:33:29.0,14,75,'Gasolina',500.0,0.0
4159,2022-08-18 16:33:47.0,15,46,'Doctorado',1500.0,0.0
4160,2022-08-19 12:11:01.0,16,67,'Caja CGV socio',0.0,500.0
4161,2022-08-19 12:11:18.0,16,71,'Gastos diversos',500.0,0.0
4162,2022-08-21 18:17:48.0,17,37,'Citi Oro',0.0,148.0
4163,2022-08-21 18:17:54.0,18,37,'Citi Oro',0.0,98.0
4164,2022-08-21 18:20:51.0,17,78,'Medicamentos',148.0,0.0
4165,2022-08-21 18:21:04.0,18,71,'Gastos diversos',98.0,0.0
4166,2022-08-21 18:24:33.0,13,31,'Comisiones Citi',883.44,0.0
4167,2022-08-21 18:24:38.0,13,31,'Comisiones Citi',168.65,0.0
4168,2022-08-23 16:29:23.0,19,36,'BBVA Azul',0.0,510.4
4169,2022-08-23 16:29:40.0,19,30,'Comisiones BBVA',510.4,0.0
4170,2022-08-23 16:31:31.0,13,31,'Comisiones Citi',141.35,0.0
4171,2022-08-24 12:20:43.0,20,18,'Citi Perfiles',2500.0,0.0
4172,2022-08-24 12:20:48.0,21,18,'Citi Perfiles',0.0,2500.0
4173,2022-08-24 12:23:19.0,20,22,'Servicios varios',0.0,2500.0
4174,2022-08-24 12:23:33.0,21,17,'BBVA Libretón',2500.0,0.0
4175,2022-08-24 12:42:29.0,22,33,'Cetes',0.0,997.87
4176,2022-08-24 12:43:00.0,22,17,'BBVA Libretón',997.87,0.0
4177,2022-08-24 16:37:45.0,23,17,'BBVA Libretón',510.0,0.0
4178,2022-08-24 16:38:21.0,23,30,'Comisiones BBVA',90.0,0.0
4179,2022-08-24 16:38:45.0,23,39,'Bancomer Nómina',0.0,600.0
4180,2022-08-24 16:42:06.0,24,17,'BBVA Libretón',0.0,4000.0
4181,2022-08-24 16:42:25.0,24,24,'Renta El Marqués',4000.0,0.0
4182,2022-08-29 11:33:24.0,25,17,'BBVA Libretón',0.0,1.26
4183,2022-08-17 11:08:18.0,2,41,'BBVA Renault',0.0,215712.97
4184,2022-08-17 11:08:49.0,3,39,'Bancomer Nómina',0.0,27725.22
4185,2022-08-17 11:10:32.0,4,33,'Cetes',1029.11,0.0
4186,2022-08-17 11:12:12.0,5,32,'Sura Afore',21506.94,0.0
4187,2022-08-17 11:14:26.0,6,67,'Caja CGV socio',806.0,0.0
4188,2022-08-17 11:15:17.0,7,34,'Cgv Préstamo coche',0.0,23291.13
4189,2022-08-17 20:06:41.0,8,17,'BBVA Libretón',1917.72,0.0
4190,2022-08-17 20:07:17.0,8,20,'Doctorado',0.0,1917.72
4191,2022-08-17 20:08:33.0,9,36,'BBVA Azul',0.0,8000.0
4192,2022-08-17 20:09:58.0,9,71,'Gastos diversos',8000.0,0.0
4193,2022-08-17 20:11:02.0,10,37,'Citi Oro',0.0,22452.75
4194,2022-08-17 20:11:25.0,10,71,'Gastos diversos',22452.75,0.0
4195,2022-08-17 20:13:55.0,4,17,'BBVA Libretón',0.0,1029.11
4196,2022-08-17 20:23:51.0,5,66,'Aportaciones',0.0,21506.94
4197,2022-08-17 20:25:20.0,6,17,'BBVA Libretón',0.0,806.0
4198,2022-08-17 20:38:07.0,3,48,'Renault Stepway',27725.22,0.0
4199,2022-08-17 20:38:22.0,2,48,'Renault Stepway',215712.97,0.0
4200,2022-08-17 20:38:38.0,7,48,'Renault Stepway',23291.13,0.0
4201,2022-08-17 20:46:30.0,11,36,'BBVA Azul',0.0,759.0
4202,2022-08-17 20:47:57.0,12,17,'BBVA Libretón',0.0,80.0
4203,2022-08-17 20:48:42.0,11,25,'Luz El Marqués',223.0,0.0
4204,2022-08-17 20:48:56.0,11,71,'Gastos diversos',536.0,0.0
4205,2022-08-17 20:49:15.0,12,36,'BBVA Azul',80.0,0.0
4206,2022-08-18 09:03:32.0,13,37,'Citi Oro',0.0,1193.44
4207,2022-08-18 16:32:19.0,14,37,'Citi Oro',0.0,500.0
4208,2022-08-18 16:32:27.0,15,37,'Citi Oro',0.0,1500.0
4209,2022-08-18 16:33:29.0,14,75,'Gasolina',500.0,0.0
4210,2022-08-18 16:33:47.0,15,46,'Doctorado',1500.0,0.0
4211,2022-08-19 12:11:01.0,16,67,'Caja CGV socio',0.0,500.0
4212,2022-08-19 12:11:18.0,16,71,'Gastos diversos',500.0,0.0
4213,2022-08-21 18:17:48.0,17,37,'Citi Oro',0.0,148.0
4214,2022-08-21 18:17:54.0,18,37,'Citi Oro',0.0,98.0
4215,2022-08-21 18:20:51.0,17,78,'Medicamentos',148.0,0.0
4216,2022-08-21 18:21:04.0,18,71,'Gastos diversos',98.0,0.0
4217,2022-08-21 18:24:33.0,13,31,'Comisiones Citi',883.44,0.0
4218,2022-08-21 18:24:38.0,13,31,'Comisiones Citi',168.65,0.0
4219,2022-08-23 16:29:23.0,19,36,'BBVA Azul',0.0,510.4
4220,2022-08-23 16:29:40.0,19,30,'Comisiones BBVA',510.4,0.0
4221,2022-08-23 16:31:31.0,13,31,'Comisiones Citi',141.35,0.0
4222,2022-08-24 12:20:43.0,20,18,'Citi Perfiles',2500.0,0.0
4223,2022-08-24 12:20:48.0,21,18,'Citi Perfiles',0.0,2500.0
4224,2022-08-24 12:23:19.0,20,22,'Servicios varios',0.0,2500.0
4225,2022-08-24 12:23:33.0,21,17,'BBVA Libretón',2500.0,0.0
4226,2022-08-24 12:42:29.0,22,33,'Cetes',0.0,997.87
4227,2022-08-24 12:43:00.0,22,17,'BBVA Libretón',997.87,0.0
4228,2022-08-24 16:37:45.0,23,17,'BBVA Libretón',510.0,0.0
4229,2022-08-24 16:38:21.0,23,30,'Comisiones BBVA',90.0,0.0
4230,2022-08-24 16:38:45.0,23,39,'Bancomer Nómina',0.0,600.0
